"locality";"locationID";"higherGeography";"MRGID";"placeType";"latitude";"longitude";"minLongitude";"maxLongitude";"minLatitude";"maxLatitude"
"Russian part of the Japan Sea";"http://marineregions.org/mrgid/25495";"Japan Sea/East Sea";25495;"Marine Region";"44.837081";"137.366453";"130.676609";"142.267763";"39.878542";"52.313464"
"Georgia (US State)";"http://marineregions.org/mrgid/19209";;19209;"State";"32";"-84";;;;
"Achill Head";"http://marineregions.org/mrgid/17357";"Ireland";17357;"Headland";"53.97278";"-10.25722";;;;
"Doel";"http://marineregions.org/mrgid/9108";"Belgium";9108;"Village";"51.3099";"4.2637";"4.27";"4.26";"51.31";"51.315"
"Russian Exclusive economic Zone";"http://marineregions.org/mrgid/5690";;5690;"EEZ";"71.3249";"93.55011";"18.92575";"-168.97694";"39.72669";"85.178"
"Kola Fiord";"http://marineregions.org/mrgid/14795";"Barentsz Sea";14795;"Fjord";"69.1036";"33.4277";;;;
"Nova Zembla";"http://marineregions.org/mrgid/9040";"Kara Sea";9040;"Island";"73.77185";"60.07555";"51.435";"68.7161";"70.5431";"77.0006"
"Inishmore";"http://marineregions.org/mrgid/17638";"North Atlantic Ocean";17638;"Town";"54.26667";"-7.58333";;;;
"Slyne head";"http://marineregions.org/mrgid/7992";"North Atlantic Ocean";7992;"Island";"53.39995";"-10.2087";"-10.216";"-10.2014";"53.3957";"53.4042"
"Baffin Bay";"http://marineregions.org/mrgid/4253";;4253;"IHO Sea Area";"74.506107604";"-67.12170640601";"-82.20379316792";"-50.52326631539";"69.61698794384";"82.44975286583"
"Bay of the Somme";"http://marineregions.org/mrgid/14748";"English Channel";14748;"Bay";"50.2489";"1.544";"1.66";"1.48";"50.18";"50.26"
"Slikken van Viane";"http://marineregions.org/mrgid/14908";"North Sea";14908;"Mud Flat";"51.6199";"4.0199";;;;
"Bolivia";"http://marineregions.org/mrgid/47988";;47988;"TDWG - level 4";"-16.6889391086922";"-64.6837373430082";"-69.6561889648438";"-57.5211181640625";"-22.9011116027832";"-9.67919540405271"
"Brazil";"http://marineregions.org/mrgid/47516";;47516;"TDWG - level 2";"-10.6251055132196";"-53.2120592754977";"-74.0105590817362";"-29.8400001526849";"-33.743896484635";"5.27388858758832"
"West Siberia";"http://marineregions.org/mrgid/47878";;47878;"TDWG - level 3";"61.534092672243";"72.9645588700859";"44.8574981690053";"89.452209472689";"51.9991607666561";"81.8519287105416"
"Sweden";"http://marineregions.org/mrgid/48457";;48457;"TDWG - level 4";"62.3915636064053";"16.2629274574924";"11.1069431304932";"24.1686096191407";"55.3391647338867";"69.060302734375"
"Australasian";"http://marineregions.org/mrgid/48564";;48564;"FADA Faunistic Regions";"-26.353676";"141.308525";"102.420677";"179.196165";"-57.805435";"9.884763"
"Port Elizaberth (Harbour)";"http://marineregions.org/mrgid/48918";"South Africa";48918;"Harbour";"-33.958056";"25.6";;;;
"Mossel bay";"http://marineregions.org/mrgid/14273";"Indian Ocean";14273;"Bay";"-34.1833333333333";"22.1333333333333";"22.1";"22.16";"-34.19";"-34.09"
"Port Alfred";"http://marineregions.org/mrgid/9180";"South Africa";9180;"Town";"-33.6";"26.9";;;;
"East London";"http://marineregions.org/mrgid/48926";"South Africa";48926;"Harbour";;;;;;
"Marstrand";"http://marineregions.org/mrgid/21437";;21437;"Inhabited Place";"57.88699";"11.58218";;;;
"Archipelago Sea";"http://marineregions.org/mrgid/2403";"Archipelago Sea";2403;"Sea";"60.21";"21.17";;;;
"Iberian Peninsula";"http://marineregions.org/mrgid/7124";;7124;"Peninsula";"40";"-5";;;;
"Baai van Heist";"http://marineregions.org/mrgid/19674";"Belgium";19674;"Natural Reserve";"51.36";"3.23";;;;
"Ter Heijde";"http://marineregions.org/mrgid/20853";"Netherlands";20853;"Village";"52.03";"4.16806";"4.16579";"4.17133";"52.0272";"52.0328"
"Terschelling";"http://marineregions.org/mrgid/3696";"Netherlands";3696;"Island";"53.39895";"5.35095";"5.1536";"5.5483";"53.3441";"53.4538"
"Terschelling";"http://marineregions.org/mrgid/3696";"Wadden Sea";3696;"Island";"53.39895";"5.35095";"5.1536";"5.5483";"53.3441";"53.4538"
"Kaloot";"http://marineregions.org/mrgid/4778";"North Sea";4778;"Mud Flat";"51.43166";"3.700727";"3.67484";"3.726614";"51.41422";"51.44909"
"Castricum";"http://marineregions.org/mrgid/20876";"Netherlands";20876;"Commune";"52.54833";"4.66944";;;;
"Egmond aan Zee";"http://marineregions.org/mrgid/20852";"Netherlands";20852;"Inhabited Place";"52.61833";"4.62361";;;;
"Klaverbank";"http://marineregions.org/mrgid/20873";"Netherlands";20873;"Bank";"53";"4";;;;
"Voormalige Zuiderzee";"http://marineregions.org/mrgid/20849";"Netherlands";20849;"General Region";"52.833333";"5.333333";;;;
"Northern New Zealand";"http://marineregions.org/mrgid/21786";;21786;"Marine Province";"-33.0546";"29.1807";;;;
"Westende";"http://marineregions.org/mrgid/14275";"Belgium";14275;"Village";"51.15";"2.76666666666667";"2.77701";"2.76006";"51.15146";"51.16158"
"Georges Bank";"http://marineregions.org/mrgid/4562";"North Atlantic Ocean";4562;"Bank";"41.5";"-67";;;;
"Beaufort";"http://marineregions.org/mrgid/18925";"United States";18925;"Inhabited Place";"34.7167";"-76.65";;;;
"Ryders Cove";"http://marineregions.org/mrgid/17837";"United States";17837;"Bay";"41.71039";"-69.9689";"-69.96506";"-69.98411";"41.70208";"41.71297"
"Dunedin";"http://marineregions.org/mrgid/17500";"New Zealand";17500;"Town";"-45.86667";"170.5";;;;
"Sandgerdi";"http://marineregions.org/mrgid/17845";"Iceland";17845;"Commune";"64.05";"-22.7";;;;
"Texel";"http://marineregions.org/mrgid/3691";"Netherlands";3691;"Island";"53.0847";"4.80775";"4.7068";"4.9087";"52.9854";"53.184"
"Texel";"http://marineregions.org/mrgid/3691";"Wadden Sea";3691;"Island";"53.0847";"4.80775";"4.7068";"4.9087";"52.9854";"53.184"
"Subarctic Intermediate Water";"http://marineregions.org/mrgid/5303";;5303;"Water mass";;;;;;
"Lough Neagh";"http://marineregions.org/mrgid/5523";"Ireland";5523;"Lake";"54.61885";"-6.41665";"-6.6083";"-6.225";"54.4855";"54.7522"
"Lake Vättern";"http://marineregions.org/mrgid/17695";"Sweden";17695;"Lake";"58.4";"14.6";;;;
"Lake Vänern";"http://marineregions.org/mrgid/17694";"Sweden";17694;"Lake";"58.91667";"13.5";"12.15";"14.36";"58.26";"59.49"
"Lake Mjösa";"http://marineregions.org/mrgid/17690";"Norway";17690;"Lake";"60.66667";"11";"11.7";"10.29";"60.37";"61.16"
"Lake Mälaren";"http://marineregions.org/mrgid/17689";"Sweden";17689;"Lake";"59.5";"17.2";;;;
"Lake Onega";"http://marineregions.org/mrgid/14685";;14685;"Lake";"61.69059";"35.65562";"34.06";"36.5";"60.56";"63.14"
"Lake Ladoga";"http://marineregions.org/mrgid/14912";;14912;"Lake";"60.8499";"31.4523";"33.74";"29.47";"60.02";"61.73"
"Michigan (Lake)";"http://marineregions.org/mrgid/4295";;4295;"Lake";"43.86457";"-86.4003";"-88.04527";"-84.75533";"41.62054";"46.1086"
"North America";"http://marineregions.org/mrgid/1924";;1924;"Continent";"45.41485";"-105.11719";"-178.2166";"179.7759";"7.206109";"83.6236"
"Anadyrskiy Gulf";"http://marineregions.org/mrgid/4311";"North Pacific Ocean";4311;"Gulf";"64";"-178";;;;
"Hebrides";"http://marineregions.org/mrgid/14834";"Inner Seas off the West Coast of Scotland";14834;"Archipelago";"56.9934";"-6.9415";"-5.5";"-8.75";"55.62";"58.96"
"Kola Bay";"http://marineregions.org/mrgid/21324";"Barentsz Sea";21324;"Fjord";"69.097769";"33.39667";;;;
"Orkney";"http://marineregions.org/mrgid/4520";"United Kingdom";4520;"Unitary Authority";"59.0344";"-3.39915";"-4.4248";"-2.3735";"58.677";"59.3918"
"Circumboreal";"http://marineregions.org/mrgid/21358";;21358;"Floristic Region";;;;;;
"Brittany";"http://marineregions.org/mrgid/3774";"France";3774;"Region";"48.08935";"-3.099";"-5.1819";"-1.0161";"47.2776";"48.9011"
"Nova Scotia";"http://marineregions.org/mrgid/8924";"Canada";8924;"Province (administrative)";"45.000075";"-62.999327";"-66.20445";"-59.80916";"43.46444";"47.03014"
"Buitenratel";"http://marineregions.org/mrgid/2424";"North Sea";2424;"Sandbank";"51.24629";"2.527694";"2.448994";"2.606393";"51.19147";"51.30111"
"China";"http://marineregions.org/mrgid/47489";;47489;"TDWG - level 2";"36.7022985593163";"103.394831281958";"73.6172027587004";"134.773590087513";"18.1688842770878";"53.5544357298251"
"Croatian part of the Adriatic Sea";"http://marineregions.org/mrgid/25617";"Adriatic Sea";25617;"Marine Region";"43.436215";"15.645858";"13.008333";"18.552247";"41.62201";"45.590794"
"Raversijde";"http://marineregions.org/mrgid/2540";"Belgium";2540;"Deelgemeente";"51.2";"2.85";;;;
"Wenduine Bank";"http://marineregions.org/mrgid/4699";"Belgium";4699;"Sandbank";"51.31856";"3.036459";"2.896256";"3.176662";"51.28519";"51.35192"
"Wenduine Bank";"http://marineregions.org/mrgid/4699";"North Sea";4699;"Sandbank";"51.31856";"3.036459";"2.896256";"3.176662";"51.28519";"51.35192"
"Port Nolloth";"http://marineregions.org/mrgid/9181";"South Africa";9181;"Town";"-29.2666";"16.8666";;;;
"Bermuda";"http://marineregions.org/mrgid/21979";;21979;"Marine Ecoregion of the World (MEOW)";"32.2901";"-64.7632";;;;
"Oregon, Washington, Vancouver Coast and Shelf";"http://marineregions.org/mrgid/21843";;21843;"Marine Ecoregion of the World (MEOW)";"45.1949";"-125.207";;;;
"Northern and Central Red Sea";"http://marineregions.org/mrgid/21919";;21919;"Marine Ecoregion of the World (MEOW)";"25.1762";"35.7195";;;;
"Spain - SW coast";"http://marineregions.org/mrgid/36286";"Spain";36286;"Coast";;;;;;
"Mediterranean Sea Area";"http://marineregions.org/mrgid/4278";;4278;"General Sea Area";"38.7722091674805";"17.8717098236084";"-6.03267288208008";"41.7760925292969";"30.2638816833496";"47.2805366516113"
"Kenyan coast";"http://marineregions.org/mrgid/32003";"Kenya";32003;"Coast";"-1.933594";"40.981069";"39.221304";"41.566216";"-4.7204";"-1.654068"
"South African Coast";"http://marineregions.org/mrgid/50353";"South Africa";50353;"Coast";"-34.133498900112";"24.43506751568";"16.4533996582";"38.0034637449";"-46.9820022586";"-26.8620647193"
"Pointe du Nid de Corbet";"http://marineregions.org/mrgid/20393";"France";20393;"Point";"50.8289";"1.58965";;;;
"Boulogne, Digue du Nord";"http://marineregions.org/mrgid/4561";"France";4561;"Dike";"50.72541";"1.584891";;;;
"Pointe du Riden";"http://marineregions.org/mrgid/20394";"France";20394;"Point";"50.85";"1.567";;;;
"Pointe aux Oies (point)";"http://marineregions.org/mrgid/20382";"France";20382;"Point";"50.785";"1.60297";;;;
"Boulogne, Pointe de la Creche";"http://marineregions.org/mrgid/5665";"France";5665;"Cape";"50.75";"1.6";;;;
"Great Lakes";"http://marineregions.org/mrgid/4293";;4293;"Lake";"45.8382148742676";"-83.9365310668945";"-92.1100006103516";"-75.7630615234375";"41.3874969482422";"50.288932800293"
"Slovenian part of the Adriatic Sea";"http://marineregions.org/mrgid/25619";"Adriatic Sea";25619;"Marine Region";"45.574894";"13.601091";"13.463978";"13.749927";"45.4817";"45.647278"
"Marsdiep";"http://marineregions.org/mrgid/3714";"Wadden Sea";3714;"Strait";"52.9772222222222";"4.75472222222222";;;;
"Aldabra";"http://marineregions.org/mrgid/9123";"Indian Ocean";9123;"Archipelago";"-9.4";"46.3666666666667";"48.04596";"45.94208";"-10.33113";"-9.08582"
"Les Ridens";"http://marineregions.org/mrgid/5310";"English Channel";5310;"Sandbank System";"50.9845";"1.7966";;;;
"Djibouti";"http://marineregions.org/mrgid/2131";"Djibouti";2131;"Nation";"11.82527";"42.59013";"41.75985";"43.42041";"10.94222";"12.70833"
"Réunion";"http://marineregions.org/mrgid/8609";"Indian Ocean";8609;"Dependent State";"-21.11521";"55.5368";"55.22055";"55.85305";"-21.37389";"-20.85653"
"Bulgaria";"http://marineregions.org/mrgid/2174";"Bulgaria";2174;"Nation";"42.7261";"25.4834";"22.3569";"28.6099";"41.236";"44.2162"
"Chukchi Sea";"http://marineregions.org/mrgid/4257";"Chukchi Sea";4257;"IHO Sea Area";"69.400538";"-171.5800034";"-156.479905844";"177.478756114";"65.9343791651";"71.7113098691"
"Algeria";"http://marineregions.org/mrgid/2152";"Algeria";2152;"Nation";"28.03312";"1.659627";"-8.667218";"11.98647";"18.97639";"37.08986"
"La slack (stream)";"http://marineregions.org/mrgid/20232";"France";20232;"Stream";"50.80547";"1.60233";;;;
"Cap Blanc Nez";"http://marineregions.org/mrgid/5666";"English Channel";5666;"Cape";"50.9333333333";"1.7";;;;
"Cap Blanc Nez";"http://marineregions.org/mrgid/5666";"North Sea";5666;"Cape";"50.9333333333";"1.7";;;;
"Algerian part of the Mediterranean Sea - Western Basin";"http://marineregions.org/mrgid/25180";"Mediterranean Sea - Western Basin";25180;"Marine Region";"37.283763";"3.739826";"-1.727225";"8.633163";"35.551109";"38.797222"
"Turkish part of the Aegean Sea";"http://marineregions.org/mrgid/25624";"Aegean Sea";25624;"Marine Region";"38.607859";"26.784342";"25.62129";"28.324791";"36.469589";"40.735827"
"Hawaii";"http://marineregions.org/mrgid/8679";;8679;"State";"20.58232";"-157.5229";"-160.2479";"-154.7978";"18.92548";"22.23915"
"Croatia";"http://marineregions.org/mrgid/2160";"Croatia";2160;"Nation";"44.46795";"16.44865";"13.4923";"19.405";"42.3937";"46.5422"
"Faroe Plateau";"http://marineregions.org/mrgid/21909";;21909;"Marine Ecoregion of the World (MEOW)";"62.6714";"-7.17801";;;;
"Baffin Bay - Davis Strait";"http://marineregions.org/mrgid/21821";;21821;"Marine Ecoregion of the World (MEOW)";"71.8383";"-71.1218";;;;
"North and East Iceland";"http://marineregions.org/mrgid/21815";;21815;"Marine Ecoregion of the World (MEOW)";"69.0372";"-12.6289";;;;
"Devonport (New Zealand)";"http://marineregions.org/mrgid/17489";;17489;"Town";"-36.8282";"174.79019";;;;
"Chinese part of the Eastern China Sea";"http://marineregions.org/mrgid/25461";"Eastern China Sea";25461;"Marine Region";"29.691873";"122.877199";"119.097491";"126.245707";"25.348426";"33.329509"
"Lebanese Exclusive Economic Zone";"http://marineregions.org/mrgid/8374";"Lebanon";8374;"EEZ";"33.90942";"34.90392";"33.69465";"35.99164";"33.09507";"34.81245"
"Czech Republic";"http://marineregions.org/mrgid/2158";"Czech Republic";2158;"Nation";"49.80345";"15.47465";"12.0903";"18.859";"48.5518";"51.0551"
"Australian part of the Indian Ocean";"http://marineregions.org/mrgid/25530";"Indian Ocean";25530;"Marine Region";"-24.578138";"116.215569";"109.23348";"126.955836";"-38.529457";"-11.515269"
"Waddeneilanden";"http://marineregions.org/mrgid/3667";"Netherlands";3667;"Archipelago";"53.25935";"5.6229";"4.6301";"6.615701";"52.958";"53.5607"
"Waddeneilanden";"http://marineregions.org/mrgid/3667";"Wadden Sea";3667;"Archipelago";"53.25935";"5.6229";"4.6301";"6.615701";"52.958";"53.5607"
"Atlantic Coast of Spain";"http://marineregions.org/mrgid/14306";"Spain";14306;"Coast";"43.23";"-9.2";;;;
"Sudan";"http://marineregions.org/mrgid/2183";"Sudan";2183;"Nation";"12.8628";"30.2183";"21.8291";"38.6075";"3.493391";"22.23222"
"South West Britain";"http://marineregions.org/mrgid/18007";"United Kingdom";18007;"General Region";"51";"-3.6";;;;
"Cyprus";"http://marineregions.org/mrgid/2159";"Cyprus";2159;"Nation";"35.1382";"33.43885";"32.269";"34.6087";"34.5652";"35.7112"
"Tunisian part of the Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/25188";"Mediterranean Sea - Eastern Basin";25188;"Marine Region";"35.189209";"11.64149";"10.007082";"13.66127";"33.171136";"37.413932"
"Danish part of the North Sea";"http://marineregions.org/mrgid/25231";"North Sea";25231;"Marine Region";"55.467586";"6.65237";"3.25";"9.829063";"53.242809";"57.485517"
"Florianópolis";"http://marineregions.org/mrgid/19842";;19842;"City";"-27.59667";"-48.54917";;;;
"Saudi Arabia";"http://marineregions.org/mrgid/8356";"Saudi Arabia";8356;"EEZ";"22.45463";"40.4858";"34.45589";"51.68368";"16.29";"29.37521"
"Kenyan Exclusive Economic Zone";"http://marineregions.org/mrgid/8349";"Kenya";8349;"EEZ";"-3.53678";"41.79278";"39.2213";"44.32959";"-4.90032";"-1.65407"
"McDougall Sound";"http://marineregions.org/mrgid/23608";"Arctic Ocean";23608;"Sound";"75.166667";"-97";;;;
"McDougall Sound";"http://marineregions.org/mrgid/23608";"North West Passage";23608;"Sound";"75.166667";"-97";;;;
"Glesnaes";"http://marineregions.org/mrgid/20839";;20839;"Inhabited Place";;;;;;
"St. Helena Bay";"http://marineregions.org/mrgid/48930";"South Africa";48930;"Bay";"-32.758333";"18.027778";;;;
"Central Coast of Brazil";"http://marineregions.org/mrgid/23366";"Brazil";23366;"Coast";;;;;;
"Cape Town Docks";"http://marineregions.org/mrgid/48917";"South Africa";48917;"Harbour";"-33.9";"18.433333";;;;
"Tamar estuary";"http://marineregions.org/mrgid/3239";;3239;"Estuary";"50.4347";"-4.198";;;;
"Gulf of Thailand";"http://marineregions.org/mrgid/4334";"Gulf of Thailand";4334;"IHO Sea Area";"9.71989293434";"101.84485132065";"99.13274204751";"105.36231124397";"5.39053523541";"13.72708570914"
"Ramisi";"http://marineregions.org/mrgid/26749";"Kenya";26749;"Inhabited Place";"-4.52941";"39.39529";;;;
"Vanga";"http://marineregions.org/mrgid/26750";"Kenya";26750;"Inhabited Place";"-4.65948";"39.21847";;;;
"San Diego";"http://marineregions.org/mrgid/9067";;9067;"Town";"32.779444";"-117.146389";;;;
"Sorrento";"http://marineregions.org/mrgid/20834";;20834;"Town";"40.62601";"14.37441";"14.4";"14.36";"40.62";"40.64"
"Carrie Bow Cay";"http://marineregions.org/mrgid/20025";;20025;"Island";"16.79";"-88.07";;;;
"Southwest Atlantic";"http://marineregions.org/mrgid/17810";;17810;"General Sea Area";"-45";"-50";;;;
"Coast of Brazil";"http://marineregions.org/mrgid/17462";"Brazil";17462;"Coast";"-21.261753";"-40.960703";"-54.583213";"-28.847222";"-33.743636";"4.442234"
"St-Pieters-op-de-Dijk (Brugge)";"http://marineregions.org/mrgid/17873";"Belgium";17873;"Village";"51.23333";"3.2";"3.21475";"3.20028";"51.21903";"51.22578"
"South Baltic proper";"http://marineregions.org/mrgid/21266";"South Baltic proper";21266;"Sea";;;;;;
"Central Baltic proper";"http://marineregions.org/mrgid/4372";"Baltic Proper";4372;"Sea";;;;;;
"Bothnian Bay";"http://marineregions.org/mrgid/2440";"Gulf of Bothnia";2440;"Bay";"64.765";"23.0044444444444";"25.73";"20.83";"63.55";"66.33"
"Signy Island";"http://marineregions.org/mrgid/9865";"Southern Ocean";9865;"Island";"-60.7166667";"-45.6333333";"-46.17";"-44.44";"-60.8";"-60.49"
"Arkona Basin";"http://marineregions.org/mrgid/2406";"Baltic Sea";2406;"Basin";"54.8";"13.6";;;;
"North Baltic proper";"http://marineregions.org/mrgid/21267";"North Baltic proper";21267;"Sea";;;;;;
"Bothnian Sea";"http://marineregions.org/mrgid/19384";"Bothnian Sea";19384;"Sea";"63";"20";;;;
"Baie des Chaleurs";"http://marineregions.org/mrgid/18844";"Gulf of Saint Lawrence";18844;"Bay";"48";"-65.75";"-64.62";"-66.45";"47.6";"48.31"
"Scotian Shelf";"http://marineregions.org/mrgid/8548";;8548;"Large Marine Ecosystem";"45.53857";"-61.43403";"-66.8437";"-55.46172";"42.25872";"48.90576"
"Zandvliet";"http://marineregions.org/mrgid/9113";"Belgium";9113;"Town";"51.3633";"4.3095";;;;
"Dover";"http://marineregions.org/mrgid/103";"United Kingdom";103;"District";"51.21478";"1.274505";"1.14277";"1.40624";"51.09718";"51.33237"
"Tindingen";"http://marineregions.org/mrgid/20837";;20837;"Inhabited Place";"61.5";"-49.11667";;;;
"Wright Island";"http://marineregions.org/mrgid/10067";;10067;"Island";"-74.0333333";"-116.8333333";;;;
"Oregon";"http://marineregions.org/mrgid/9043";"United States";9043;"State";"44.12479";"-120.4896";"-124.5244";"-116.4548";"41.99944";"46.25014"
"Seto Inland Sea";"http://marineregions.org/mrgid/16479";;16479;"Sea";"34.3";"133.5";;;;
