"Species";"n";"Table";"Phylum";"Note";"AphiaID";"ScientificName";"Updated";"Rank";"ParentID"
"Abietinaria abietina";14;"Bottom Vegetation";"";"";117870;"Abietinaria abietina";"2019-11-19";"Species";117225
"Abranchus microstomus";1;"Bottom Vegetation";"";"";116976;"Oceanobdella microstoma";"2019-11-19";"Species";116939
"Acanthocottus scorpius";1;"Bottom Vegetation";"";"";127203;"Myoxocephalus scorpius";"2019-11-19";"Species";126152
"Acanthodoris pilosa";1;"Bottom Vegetation";"";"";140627;"Acanthodoris pilosa";"2019-11-19";"Species";138284
"Acinetospora crinita";1;"Bottom Vegetation";"";"";145398;"Acinetospora crinita";"2019-11-19";"Species";144094
"Acmaea sp.";31;"Bottom Vegetation";"";"";137616;"Acmaea";"2019-11-19";"Genus";114
"Acmaea testudinalis";67;"Bottom Vegetation";"";"";234208;"Testudinalia testudinalis";"2019-11-19";"Species";234207
"Acmaea virginea";2;"Bottom Vegetation";"";"";153552;"Tectura virginea";"2019-11-19";"Species";138142
"Acrchaetium savianum";11;"Bottom Vegetation";"";"";373745;"Colaconema savianum";"2019-11-19";"Species";157305
"Acrochaete heteroclada";4;"Bottom Vegetation";"";"";732253;"Ulvella heteroclada";"2019-11-19";"Species";143942
"Acrochaete repens";22;"Bottom Vegetation";"";"";732257;"Ulvella repens";"2019-11-19";"Species";143942
"Acrochaete sp.";8;"Bottom Vegetation";"";"";143942;"Ulvella";"2019-11-19";"Genus";143795
"Acrochaete viridis";26;"Bottom Vegetation";"";"";732259;"Ulvella viridis";"2019-11-19";"Species";143942
"Acrochaete wittrockii";1;"Bottom Vegetation";"";"";732245;"Ulvella wittrockii";"2019-11-19";"Species";143942
"Acrochaetiaceae sp.";1;"Bottom Vegetation";"";"";143661;"Acrochaetiaceae";"2019-11-19";"Family";146311
"Acrochaetium attenuatum";1;"Bottom Vegetation";"";"";371040;"Acrochaetium attenuatum";"2019-11-19";"Species";143799
"Acrochaetium balticum";2;"Bottom Vegetation";"";"";146323;"Acrochaetium balticum";"2019-11-19";"Species";143799
"Acrochaetium daviesii";22;"Bottom Vegetation";"";"";164103;"Colaconema daviesii";"2019-11-19";"Species";157305
"Acrochaetium gynandrum";4;"Bottom Vegetation";"";"";373840;"Colaconema gynandrum";"2019-11-19";"Species";157305
"Acrochaetium hallandicum";26;"Bottom Vegetation";"";"";503115;"Colaconema hallandicum";"2019-11-19";"Species";157305
"Acrochaetium humile";3;"Bottom Vegetation";"";"";144356;"Acrochaetium humile";"2019-11-19";"Species";143799
"Acrochaetium leptonema";5;"Bottom Vegetation";"";"";1311375;"Colaconema leptonema";"2019-11-19";"Species";157305
"Acrochaetium macula";3;"Bottom Vegetation";"";"";144365;"Acrochaetium macula";"2019-11-19";"Species";143799
"Acrochaetium moniliforme";11;"Bottom Vegetation";"";"";144372;"Acrochaetium moniliforme";"2019-11-19";"Species";143799
"Acrochaetium parvulum";6;"Bottom Vegetation";"";"";144377;"Acrochaetium parvulum";"2019-11-19";"Species";143799
"Acrochaetium polyblastum";2;"Bottom Vegetation";"";"";503115;"Colaconema hallandicum";"2019-11-19";"Species";157305
"Acrochaetium reductum";6;"Bottom Vegetation";"";"";144381;"Acrochaetium reductum";"2019-11-19";"Species";143799
"Acrochaetium rhipidandrum";4;"Bottom Vegetation";"";"";144387;"Acrochaetium secundatum";"2019-11-19";"Species";143799
"Acrochaetium secundatum tetrasporophyte";234;"Bottom Vegetation";"";"";144387;"Acrochaetium secundatum";"2019-11-19";"Species";143799
"Acrochaetium sp.";134;"Bottom Vegetation";"";"";143799;"Acrochaetium";"2019-11-19";"Genus";143661
"Acrochaetium strictum";11;"Bottom Vegetation";"";"";496751;"Kylinia rosulata";"2019-11-19";"Species";369821
"Acrochaetium thuretii";15;"Bottom Vegetation";"";"";495087;"Grania efflorescens";"2019-11-19";"Species";369702
"Acrochaetium virgatulum";2;"Bottom Vegetation";"";"";144387;"Acrochaetium secundatum";"2019-11-19";"Species";143799
"Acrosiphonia arcta";6;"Bottom Vegetation";"";"";144407;"Acrosiphonia arcta";"2019-11-19";"Species";143803
"Acrosiphonia centralis";55;"Bottom Vegetation";"";"";144407;"Acrosiphonia arcta";"2019-11-19";"Species";143803
"Acrosiphonia sonderi";4;"Bottom Vegetation";"";"";144412;"Acrosiphonia sonderi";"2019-11-19";"Species";143803
"Acrosiphonia sp.";6;"Bottom Vegetation";"";"";143803;"Acrosiphonia";"2019-11-19";"Genus";143790
"Acrosorium reptans";1;"Bottom Vegetation";"";"";144743;"Cryptopleura ramosa";"2019-11-19";"Species";143882
"Acrothrix gracilis";49;"Bottom Vegetation";"";"";144908;"Acrothrix gracilis";"2019-11-19";"Species";143952
"Actinia sp.";10;"Bottom Vegetation";"";"";100694;"Actinia";"2019-11-19";"Genus";100653
"Actiniaria indet.";829;"Bottom Vegetation";"";"";1360;"Actiniaria";"2019-11-19";"Order";1340
"Aeolidacea indet.";2;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Aeolidia papillosa";18;"Bottom Vegetation";"";"";138709;"Aeolidia papillosa";"2019-11-19";"Species";137630
"Aetea truncata";2;"Bottom Vegetation";"";"";111067;"Aetea truncata";"2019-11-19";"Species";110819
"Aglaothamnion bipinnatum";159;"Bottom Vegetation";"";"";144489;"Aglaothamnion bipinnatum";"2019-11-19";"Species";143825
"Aglaothamnion byssoides";79;"Bottom Vegetation";"";"";144501;"Aglaothamnion tenuissimum";"2019-11-19";"Species";143825
"Aglaothamnion hookeri";103;"Bottom Vegetation";"";"";1311368;"Gaillona hookeri";"2019-11-19";"Species";604739
"Aglaothamnion roseum";2;"Bottom Vegetation";"";"";1311384;"Gaillona rosea";"2019-11-19";"Species";604739
"Aglaothamnion sp.";39;"Bottom Vegetation";"";"";143825;"Aglaothamnion";"2019-11-19";"Genus";163088
"Agonus cataphractus";10;"Bottom Vegetation";"";"";127190;"Agonus cataphractus";"2019-11-19";"Species";126144
"Ahnfeltia plicata";10490;"Bottom Vegetation";"";"";144422;"Ahnfeltia plicata";"2019-11-19";"Species";143806
"Alaria esculenta";11;"Bottom Vegetation";"";"";145716;"Alaria esculenta";"2019-11-19";"Species";144194
"Alcyonidae sp.";5;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Alcyonidium diaphanum";7;"Bottom Vegetation";"";"";111597;"Alcyonidium diaphanum";"2019-11-19";"Species";110993
"Alcyonidium gelatinosum";7;"Bottom Vegetation";"";"";111600;"Alcyonidium gelatinosum";"2019-11-19";"Species";110993
"Alcyonidium hirsutum";54;"Bottom Vegetation";"";"";111601;"Alcyonidium hirsutum";"2019-11-19";"Species";110993
"Alcyonidium mytili";8;"Bottom Vegetation";"";"";468026;"Alcyonidioides mytili";"2019-11-19";"Species";468025
"Alcyonidium parasiticum";25;"Bottom Vegetation";"";"";111604;"Alcyonidium parasiticum";"2019-11-19";"Species";110993
"Alcyonidium polyoum";31;"Bottom Vegetation";"";"";153717;"Alcyonidium polyoum";"2019-11-19";"Species";110993
"Alcyonidium sp.";177;"Bottom Vegetation";"";"";110993;"Alcyonidium";"2019-11-19";"Genus";110783
"Alcyonium digitatum";267;"Bottom Vegetation";"";"";125333;"Alcyonium digitatum";"2019-11-19";"Species";125284
"Alentia gelatinosa";1;"Bottom Vegetation";"";"";130722;"Alentia gelatinosa";"2019-11-19";"Species";129476
"Algae sp.";5;"Bottom Vegetation";"";"";604950;"Alga";"2019-11-19";"Genus";369193
"Ampharete sp.";1;"Bottom Vegetation";"";"";129155;"Ampharete";"2019-11-19";"Genus";152252
"Ampharetidae";3;"Bottom Vegetation";"";"";981;"Ampharetidae";"2019-11-19";"Family";152292
"Amphipoda";6;"Bottom Vegetation";"";"";1135;"Amphipoda";"2019-11-19";"Order";1090
"Amphiporus bioculatus";2;"Bottom Vegetation";"";"";122651;"Amphiporus bioculatus";"2019-11-19";"Species";122391
"Amphithoe rubricata";65;"Bottom Vegetation";"";"";102002;"Ampithoe rubricata";"2019-11-19";"Species";101459
"Amphitrite cirrata";1;"Bottom Vegetation";"";"";131474;"Amphitrite cirrata";"2019-11-19";"Species";129686
"Amphiura filiformis";2;"Bottom Vegetation";"";"";125080;"Amphiura filiformis";"2019-11-19";"Species";123613
"Amphiura sp.";28;"Bottom Vegetation";"";"";123613;"Amphiura";"2019-11-19";"Genus";123206
"Anabaena sp.";313;"Bottom Vegetation";"";"";146585;"Anabaena";"2019-11-19";"Genus";146584
"Anabaena torulosa";23;"Bottom Vegetation";"";"";146714;"Anabaena torulosa";"2019-11-19";"Species";146585
"Anaitides maculata";12;"Bottom Vegetation";"";"";334510;"Phyllodoce maculata";"2019-11-19";"Species";129455
"Andre grønalger";1;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Angiospermae sp.";2;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Anomia sp.";34;"Bottom Vegetation";"";"";137650;"Anomia";"2019-11-19";"Genus";214
"Anomia squamula";12;"Bottom Vegetation";"";"";138749;"Heteranomia squamula";"2019-11-19";"Species";137651
"Ansates pellucida";3;"Bottom Vegetation";"";"";147459;"Patella pellucida";"2019-11-19";"Species";138312
"Anthinoella sarsi";2;"Bottom Vegetation";"";"";130735;"Bylgides sarsi";"2019-11-19";"Species";129483
"Anthozoa";105;"Bottom Vegetation";"";"";1292;"Anthozoa";"2019-11-19";"Class";1267
"Anthozoa indet.";6;"Bottom Vegetation";"";"";1292;"Anthozoa";"2019-11-19";"Class";1267
"Antithamnieae indet.";88;"Bottom Vegetation";"";"";172558;"Antithamnieae";"2019-11-19";"Tribe";368722
"Antithamnion boreale";19;"Bottom Vegetation";"";"";144693;"Scagelothamnion pusillum";"2019-11-19";"Species";143862
"Antithamnion cruciatum";274;"Bottom Vegetation";"";"";144509;"Antithamnion cruciatum";"2019-11-19";"Species";143827
"Antithamnion plumula";4;"Bottom Vegetation";"";"";144683;"Pterothamnion plumula";"2019-11-19";"Species";143856
"Antithamnion villosum";3;"Bottom Vegetation";"";"";144517;"Antithamnion villosum";"2019-11-19";"Species";143827
"Antithamnionella floccosa";11;"Bottom Vegetation";"";"";144520;"Antithamnionella floccosa";"2019-11-19";"Species";143828
"Antithamnionella sp.";2;"Bottom Vegetation";"";"";143828;"Antithamnionella";"2019-11-19";"Genus";368726
"Antithamnionella ternifolia";3;"Bottom Vegetation";"";"";163275;"Antithamnionella ternifolia";"2019-11-19";"Species";143828
"Aonides paucibranchiata";1;"Bottom Vegetation";"";"";131107;"Aonides paucibranchiata";"2019-11-19";"Species";129605
"Aoridae";1;"Bottom Vegetation";"";"";101368;"Aoridae";"2019-11-19";"Family";716532
"Apherusa bispinosa";35;"Bottom Vegetation";"";"";102160;"Apherusa bispinosa";"2019-11-19";"Species";101509
"Apherusa cirrus";1;"Bottom Vegetation";"";"";102163;"Apherusa cirrus";"2019-11-19";"Species";101509
"Apherusa jurinei";21;"Bottom Vegetation";"";"";102168;"Apherusa jurinei";"2019-11-19";"Species";101509
"Apherusa ovalipes";1;"Bottom Vegetation";"";"";102172;"Apherusa ovalipes";"2019-11-19";"Species";101509
"Apherusa tridentata";1;"Bottom Vegetation";"";"";102175;"Apherusa tridentata";"2019-11-19";"Species";101509
"Aplysia punctata";4;"Bottom Vegetation";"";"";138758;"Aplysia punctata";"2019-11-19";"Species";137654
"Apoglossum ruscifolium";15;"Bottom Vegetation";"";"";144737;"Apoglossum ruscifolium";"2019-11-19";"Species";143877
"Aporrhais pespelicani";4;"Bottom Vegetation";"";"";138760;"Aporrhais pespelecani";"2019-11-19";"Species";137656
"Archaeogastropoda sp.";21;"Bottom Vegetation";"";"";110;"Archaeogastropoda";"2019-11-19";"Order";102
"Arctica islandica";29;"Bottom Vegetation";"";"";138802;"Arctica islandica";"2019-11-19";"Species";137675
"Arenicola marina";648;"Bottom Vegetation";"";"";129868;"Arenicola marina";"2019-11-19";"Species";129206
"Arthrocladia villosa";2;"Bottom Vegetation";"";"";145306;"Arthrocladia villosa";"2019-11-19";"Species";144060
"Ascidiacea indet.";173;"Bottom Vegetation";"";"";1839;"Ascidiacea";"2019-11-19";"Class";146420
"Ascidiella aspersa";28;"Bottom Vegetation";"";"";103718;"Ascidiella aspersa";"2019-11-19";"Species";103484
"Ascidiella scabra";2;"Bottom Vegetation";"";"";103719;"Ascidiella scabra";"2019-11-19";"Species";103484
"Ascophyllum nodosum";23;"Bottom Vegetation";"";"";145541;"Ascophyllum nodosum";"2019-11-19";"Species";144128
"Asperococcus bullosus";19;"Bottom Vegetation";"";"";145311;"Asperococcus bullosus";"2019-11-19";"Species";144062
"Asperococcus fistulosus";44;"Bottom Vegetation";"";"";145313;"Asperococcus fistulosus";"2019-11-19";"Species";144062
"Asperococcus turneri";1;"Bottom Vegetation";"";"";145311;"Asperococcus bullosus";"2019-11-19";"Species";144062
"Astarte borealis";6;"Bottom Vegetation";"";"";138818;"Astarte borealis";"2019-11-19";"Species";137683
"Astarte sulcata";4;"Bottom Vegetation";"";"";138824;"Astarte sulcata";"2019-11-19";"Species";137683
"Asterias rubens";3183;"Bottom Vegetation";"";"";123776;"Asterias rubens";"2019-11-19";"Species";123219
"Asterocytis ramosa";7;"Bottom Vegetation";"";"";145685;"Chroodactylon ornatum";"2019-11-19";"Species";144185
"Asteroidea indet.";200;"Bottom Vegetation";"";"";123080;"Asteroidea";"2019-11-19";"Class";148743
"Atylus swammerdami";1;"Bottom Vegetation";"";"";488966;"Nototropis swammerdamei";"2019-11-19";"Species";101501
"Audouinella daviesii";1;"Bottom Vegetation";"";"";164103;"Colaconema daviesii";"2019-11-19";"Species";157305
"Audouinella efflorescens";134;"Bottom Vegetation";"";"";495087;"Grania efflorescens";"2019-11-19";"Species";369702
"Audouinella membranacea";331;"Bottom Vegetation";"";"";495808;"Rubrointrusa membranacea";"2019-11-19";"Species";494163
"Audouinella pectinata";152;"Bottom Vegetation";"";"";1310072;"Grania pectinata";"2019-11-19";"Species";369702
"Audouinella secundata";1;"Bottom Vegetation";"";"";144387;"Acrochaetium secundatum";"2019-11-19";"Species";143799
"Audouinella sp.";8;"Bottom Vegetation";"";"";143800;"Audouinella";"2019-11-19";"Genus";143661
"Aurelia aurita";517;"Bottom Vegetation";"";"";135306;"Aurelia aurita";"2019-11-19";"Species";135263
"Autolytus sp.";20;"Bottom Vegetation";"";"";129659;"Myrianida";"2019-11-19";"Genus";238133
"Balanidae";58;"Bottom Vegetation";"";"";106057;"Balanidae";"2019-11-19";"Family";106041
"Balanus balanoides";10;"Bottom Vegetation";"";"";106210;"Semibalanus balanoides";"2019-11-19";"Species";106121
"Balanus balanus";77;"Bottom Vegetation";"";"";106213;"Balanus balanus";"2019-11-19";"Species";106122
"Balanus crenatus";109;"Bottom Vegetation";"";"";106215;"Balanus crenatus";"2019-11-19";"Species";106122
"Balanus improvisus";83;"Bottom Vegetation";"";"";421139;"Amphibalanus improvisus";"2019-11-19";"Species";415046
"Balanus sp.";848;"Bottom Vegetation";"";"";106122;"Balanus";"2019-11-19";"Genus";106073
"Bangia atropurpurea";4;"Bottom Vegetation";"";"";144423;"Bangia atropurpurea";"2019-11-19";"Species";143807
"Bangiophyceae indet.";21;"Bottom Vegetation";"";"";368668;"Bangiophyceae";"2019-11-19";"Class";493826
"Barentsia gracilis";5;"Bottom Vegetation";"";"";111802;"Barentsia gracilis";"2019-11-19";"Species";111795
"Bathyporeia elegans";1;"Bottom Vegetation";"";"";103058;"Bathyporeia elegans";"2019-11-19";"Species";101742
"Bathyporeia guilliamsoniana";1;"Bottom Vegetation";"";"";103060;"Bathyporeia guilliamsoniana";"2019-11-19";"Species";101742
"Bathyporeia pilosa";1;"Bottom Vegetation";"";"";103068;"Bathyporeia pilosa";"2019-11-19";"Species";101742
"Bathyporeia sarsi";2;"Bottom Vegetation";"";"";103073;"Bathyporeia sarsi";"2019-11-19";"Species";101742
"Batrachium baudotii";375;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Batracium circinatum";27;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Beggiatoa alba";2;"Bottom Vegetation";"";"";627679;"Beggiatoa alba";"2019-11-19";"Species";480247
"Beggiatoa sp.";113;"Bottom Vegetation";"";"";480247;"Beggiatoa";"2019-11-19";"Genus";414904
"Bittium reticulatum";64;"Bottom Vegetation";"";"";139054;"Bittium reticulatum";"2019-11-19";"Species";137758
"Bivalvia indet.";660;"Bottom Vegetation";"";"";105;"Bivalvia";"2019-11-19";"Class";51
"Blastophysa rhizopus";18;"Bottom Vegetation";"";"";144478;"Blastophysa rhizopus";"2019-11-19";"Species";143817
"Blidingia marginata";2;"Bottom Vegetation";"";"";145949;"Blidingia marginata";"2019-11-19";"Species";144293
"Blidingia minima";500;"Bottom Vegetation";"";"";145950;"Blidingia minima";"2019-11-19";"Species";144293
"Blomsterplanter, uspec.";92;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Blågrøn";103;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Blågrønalger og bakterier";118;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Bolbocoleon piliferum";5;"Bottom Vegetation";"";"";144865;"Bolbocoleon piliferum";"2019-11-19";"Species";143930
"Bonnemaisonia / Spermothamnion";72;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Bonnemaisonia asparagoides";72;"Bottom Vegetation";"";"";144440;"Bonnemaisonia asparagoides";"2019-11-19";"Species";143810
"Bonnemaisonia hamifera";3206;"Bottom Vegetation";"";"";144442;"Bonnemaisonia hamifera";"2019-11-19";"Species";143810
"Botryllus schlosseri";40;"Bottom Vegetation";"";"";103862;"Botryllus schlosseri";"2019-11-19";"Species";103529
"Bougainvillia ramosa";8;"Bottom Vegetation";"";"";117328;"Bougainvillia muscus";"2019-11-19";"Species";117015
"Bowerbankia imbricata";8;"Bottom Vegetation";"";"";851593;"Amathia imbricata";"2019-11-19";"Species";111022
"Brongniartella byssoides";3761;"Bottom Vegetation";"";"";631828;"Vertebrata byssoides";"2019-11-19";"Species";370321
"Brown bush";231;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Brown crust";6567;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Brunskorper sp.";2876;"Bottom Vegetation";"";"";;"";"2019-11-19";"";
"Bryopsis corymbosa";2;"Bottom Vegetation";"";"";144447;"Bryopsis corymbosa";"2019-11-19";"Species";143812
"Bryopsis hypnoides non";1470;"Bottom Vegetation";"";"";144452;"Bryopsis hypnoides";"2019-11-19";"Species";143812
"Bryopsis plumosa";1278;"Bottom Vegetation";"";"";144457;"Bryopsis plumosa";"2019-11-19";"Species";143812
"Bryopsis sp.";123;"Bottom Vegetation";"";"";143812;"Bryopsis";"2019-11-19";"Genus";143666
"Bryozoa";1072;"Bottom Vegetation";"";"";146142;"Bryozoa";"2019-11-19";"Phylum";2
"Bryozoa indet.";139;"Bottom Vegetation";"";"";146142;"Bryozoa";"2019-11-19";"Phylum";2
"Buccinum sp.";15;"Bottom Vegetation";"";"";137701;"Buccinum";"2019-11-19";"Genus";149
"Buccinum undatum";156;"Bottom Vegetation";"";"";138878;"Buccinum undatum";"2019-11-19";"Species";137701
"Buccinum undatum (æg)";2;"Bottom Vegetation";"";"";138878;"Buccinum undatum";"2019-11-19";"Species";137701
"Buskia nitens";6;"Bottom Vegetation";"";"";111614;"Buskia nitens";"2019-11-19";"Species";110998
"Calcispongiae";18;"Bottom Vegetation";"";"";559;"Calcarea";"2019-11-19";"Class";558
"Calicella syringa";7;"Bottom Vegetation";"";"";117402;"Calycella syringa";"2019-11-19";"Species";117039
"Callionymus sp.";1;"Bottom Vegetation";"";"";125930;"Callionymus";"2019-11-19";"Genus";125522
"Calliopius laeviusculus";16;"Bottom Vegetation";"";"";102178;"Calliopius laeviusculus";"2019-11-19";"Species";101511
"Calliopius rathkei";2;"Bottom Vegetation";"";"";102179;"Calliopius rathkii";"2019-11-19";"Species";101511
"Callithamniella tingitana";1;"Bottom Vegetation";"";"";144525;"Callithamniella tingitana";"2019-11-19";"Species";143831
"Callithamnion bipinnatum";83;"Bottom Vegetation";"";"";144489;"Aglaothamnion bipinnatum";"2019-11-19";"Species";143825
"Callithamnion brodiaei";4;"Bottom Vegetation";"";"";1311368;"Gaillona hookeri";"2019-11-19";"Species";604739
"Callithamnion byssoides";35;"Bottom Vegetation";"";"";144501;"Aglaothamnion tenuissimum";"2019-11-19";"Species";143825
"Callithamnion corymbosum";7414;"Bottom Vegetation";"";"";144526;"Callithamnion corymbosum";"2019-11-19";"Species";143832
"Callithamnion hookeri";30;"Bottom Vegetation";"";"";1311368;"Gaillona hookeri";"2019-11-19";"Species";604739
"Callithamnion sp.";89;"Bottom Vegetation";"";"";143832;"Callithamnion";"2019-11-19";"Genus";163088
"Callithamnion tetragonum";17;"Bottom Vegetation";"";"";144529;"Callithamnion tetragonum";"2019-11-19";"Species";143832
"Callitriche sp.";3;"Bottom Vegetation";"";"";716283;"Callitriche";"2019-11-19";"Genus";382434
"Callocolax neglectus";1;"Bottom Vegetation";"";"";145260;"Callocolax neglectus";"2019-11-19";"Species";144046
"Callophyllis cristata";82;"Bottom Vegetation";"";"";373772;"Euthora cristata";"2019-11-19";"Species";369640
"Callophyllis laciniata";7;"Bottom Vegetation";"";"";1311357;"Metacallophyllis laciniata";"2019-11-19";"Species";1311356
"Callopora aurita";35;"Bottom Vegetation";"";"";111186;"Amphiblestrum auritum";"2019-11-19";"Species";110849
"Callopora craticula";1;"Bottom Vegetation";"";"";111193;"Callopora craticula";"2019-11-19";"Species";110851
"Callopora lineata";1;"Bottom Vegetation";"";"";111197;"Callopora lineata";"2019-11-19";"Species";110851
"Calothrix aeruginea";1;"Bottom Vegetation";"";"";146752;"Calothrix aeruginea";"2019-11-19";"Species";146624
"Calothrix confervicola";71;"Bottom Vegetation";"";"";608242;"Calothrix confervicola";"2019-11-19";"Species";146624
"Calothrix contarenii";1;"Bottom Vegetation";"";"";211906;"Calothrix contarenii";"2019-11-19";"Species";146624
"Calothrix scopulorum";13;"Bottom Vegetation";"";"";146632;"Calothrix scopulorum";"2019-11-19";"Species";146624
"Calothrix sp.";23;"Bottom Vegetation";"";"";146624;"Calothrix";"2019-11-19";"Genus";146651
"Campanularia johnstoni";3;"Bottom Vegetation";"";"";117368;"Clytia hemisphaerica";"2019-11-19";"Species";117030
"Campanulariidae indet.";206;"Bottom Vegetation";"";"";1606;"Campanulariidae";"2019-11-19";"Family";13552
"Campanulina lacerata";18;"Bottom Vegetation";"";"";117413;"Opercularella lacerata";"2019-11-19";"Species";117044
"Cancer pagurus";404;"Bottom Vegetation";"";"";107276;"Cancer pagurus";"2019-11-19";"Species";106876
"Capitella capitata";1;"Bottom Vegetation";"";"";129876;"Capitella capitata";"2019-11-19";"Species";129211
"Capitella sp.";1;"Bottom Vegetation";"";"";129211;"Capitella";"2019-11-19";"Genus";921
"Capitomastus minimus";1;"Bottom Vegetation";"";"";129879;"Capitella minima";"2019-11-19";"Species";129211
"Caprella acanthifera";3;"Bottom Vegetation";"";"";101822;"Caprella acanthifera";"2019-11-19";"Species";101430
"Caprella linearis";324;"Bottom Vegetation";"";"";101839;"Caprella linearis";"2019-11-19";"Species";101430
"Caprella loveni";1;"Bottom Vegetation";"";"";101851;"Caprella septentrionalis";"2019-11-19";"Species";101430
"Caprella microtuberculata";1;"Bottom Vegetation";"";"";101843;"Caprella microtuberculata";"2019-11-19";"Species";101430
"Caprella punctata";1;"Bottom Vegetation";"";"";101851;"Caprella septentrionalis";"2019-11-19";"Species";101430
"Caprella septentrionalis";52;"Bottom Vegetation";"";"";101851;"Caprella septentrionalis";"2019-11-19";"Species";101430
"Caprella sp.";5;"Bottom Vegetation";"";"";101430;"Caprella";"2019-11-19";"Genus";430770
"Capsosiphon fulvescens";8;"Bottom Vegetation";"";"";145935;"Capsosiphon fulvescens";"2019-11-19";"Species";144288
"Carcinus maenas";1006;"Bottom Vegetation";"";"";107381;"Carcinus maenas";"2019-11-19";"Species";106922
"Cardium edule";7;"Bottom Vegetation";"";"";138998;"Cerastoderma edule";"2019-11-19";"Species";137735
"Cardium ovale";4;"Bottom Vegetation";"";"";181343;"Parvicardium pinnulatum";"2019-11-19";"Species";137739
"Cardium sp.";3;"Bottom Vegetation";"";"";137734;"Cardium";"2019-11-19";"Genus";382144
"Caridea";1;"Bottom Vegetation";"";"";106674;"Caridea";"2019-11-19";"Infraorder";106670
"Celleporella hyalina";2;"Bottom Vegetation";"";"";111397;"Celleporella hyalina";"2019-11-19";"Species";110929
"Cephalothrix rufifrons";1;"Bottom Vegetation";"";"";122599;"Cephalothrix rufifrons";"2019-11-19";"Species";122379
"Ceramium cimbricum";164;"Bottom Vegetation";"";"";144538;"Ceramium cimbricum";"2019-11-19";"Species";143834
"Ceramium deslongchampsii";1358;"Bottom Vegetation";"";"";144545;"Ceramium deslongchampsii";"2019-11-19";"Species";143834
"Ceramium diaphanum";514;"Bottom Vegetation";"";"";144546;"Ceramium diaphanum";"2019-11-19";"Species";143834
"Ceramium diaphanum";52;"Bottom Vegetation";"";"Split ODA entry: 'Ceramium diaphanum/strictum'";144546;"Ceramium diaphanum";"2019-11-19";"Species";143834
"Ceramium strictum";52;"Bottom Vegetation";"";"Split ODA entry: 'Ceramium diaphanum/strictum'";144545;"Ceramium deslongchampsii";"2019-11-19";"Species";143834
"Ceramium nodulosum";7224;"Bottom Vegetation";"";"";656201;"Ceramium nodulosum";"2019-11-19";"Species";143834
"Ceramium pallidum";1;"Bottom Vegetation";"";"";144555;"Ceramium pallidum";"2019-11-19";"Species";143834
"Ceramium rubriforme";66;"Bottom Vegetation";"";"";146335;"Ceramium arborescens";"2019-11-19";"Species";143834
"Ceramium rubrum";15969;"Bottom Vegetation";"";"";178915;"Ceramium virgatum";"2019-11-19";"Species";143834
"Ceramium siliquosum";37;"Bottom Vegetation";"";"";144564;"Ceramium siliquosum";"2019-11-19";"Species";143834
"Ceramium sp.";1339;"Bottom Vegetation";"";"";143834;"Ceramium";"2019-11-19";"Genus";163029
"Ceramium strictum";2644;"Bottom Vegetation";"";"";144545;"Ceramium deslongchampsii";"2019-11-19";"Species";143834
"Ceramium tenue";1;"Bottom Vegetation";"";"";144568;"Ceramium tenue";"2019-11-19";"Species";143834
"Ceramium tenuicorne";2161;"Bottom Vegetation";"";"";144569;"Ceramium tenuicorne";"2019-11-19";"Species";143834
"Ceramium tenuissimum";15;"Bottom Vegetation";"";"";659803;"Ceramium tenuissimum";"2019-11-19";"Species";143834
"Ceramium virgatum";676;"Bottom Vegetation";"";"";178915;"Ceramium virgatum";"2019-11-19";"Species";143834
"Cerastoderma edule";25;"Bottom Vegetation";"";"";138998;"Cerastoderma edule";"2019-11-19";"Species";137735
"Cerastoderma glaucum";16;"Bottom Vegetation";"";"";138999;"Cerastoderma glaucum";"2019-11-19";"Species";137735
"Cerastoderma sp.";79;"Bottom Vegetation";"";"";137735;"Cerastoderma";"2019-11-19";"Genus";381865
"Ceratocolax hartzii";7;"Bottom Vegetation";"";"";547451;"Coccotylus hartzii";"2019-11-19";"Species";144166
"Ceratophyllum demersum";2;"Bottom Vegetation";"";"";416204;"Ceratophyllum demersum";"2019-11-19";"Species";394610
"Cerianthus lloydi";3;"Bottom Vegetation";"";"";283798;"Cerianthus lloydii";"2019-11-19";"Species";100782
"Chaetogammarus marinus";1;"Bottom Vegetation";"";"";102261;"Echinogammarus marinus";"2019-11-19";"Species";101535
"Chaetomorpha capillaris";12;"Bottom Vegetation";"";"";157107;"Chaetomorpha capillaris";"2019-11-19";"Species";143995
"Chaetomorpha linum";5814;"Bottom Vegetation";"";"";145027;"Chaetomorpha linum";"2019-11-19";"Species";143995
